DIST_CODE,DIST_NAME,MEDIAN_CLASS_SIZE,STU:TCHR_RATIO,WEIGHTED_AVG_STU:TCHR+AIDE_RATIO,PREK_CURRICULA_MostSchool,PREK_Curricula_MostSchools_Count,PREK_CURRICULA_Available,Cnt_PreK_FullANDHalfDay,Cnt_PreK_FullDay_Only,Cnt_PreK_HalfDay_Only,Cnt_PreK_FullDayAvailable,Cnt_PreK_HalfDayAvailable,ADA_Eligible,ADA_Ineligible,PK_Total_Enrollment_21_22
146901,CLEVELAND ISD,12,26:1,26:1,Ready to Advance-E,5,"Ready to Advance-E,Ready to Advance-S",1,0,4,1,5,436,8,444
146902,DAYTON ISD,23,18:1,13:1,Savvas-E,1,"Savvas-E,Savvas-S",0,1,0,1,0,164,36,200
146903,DEVERS ISD,19,19:1,19:1,Savvas-E,1,Savvas-E,0,0,1,0,1,*,*,17
146904,HARDIN ISD,13,12:1,9:1,Frog Street-E,1,Frog Street-E,0,1,0,1,0,*,*,37
146905,HULL-DAISETTA ISD,28,28:1,28:1,CIRCLE-E,1,CIRCLE-E,1,0,0,1,1,18,6,24
146906,LIBERTY ISD,22,22:1,15:1,Ready to Advance-E,1,"Ready to Advance-E,Ready to Advance-S",0,1,0,1,0,82,15,97
146907,TARKINGTON ISD,15,15:1,15:1,Savvas-E,1,Savvas-E,0,1,0,1,0,37,"",37
147901,COOLIDGE ISD,22,22:1,22:1,Frog Street-E,1,Frog Street-E,0,1,0,1,0,*,*,18
147902,GROESBECK ISD,26,24:1,24:1,CIRCLE-E,1,CIRCLE-E,0,1,0,1,0,*,*,66
147903,MEXIA ISD,20,20:1,12:1,PreK On My Way-E,1,PreK On My Way-E,0,1,0,1,0,83,11,94
148901,BOOKER ISD,23,23:1,23:1,CIRCLE-E,1,CIRCLE-E,0,1,0,1,0,12,7,19
148902,FOLLETT ISD,8,8:1,8:1,Other,1,Other,0,1,0,1,0,*,*,7
148905,DARROUZETT ISD,10,10:1,10:1,Other,1,Other,0,1,0,1,0,*,*,9
149901,GEORGE WEST ISD,19,16:1,16:1,PreK On My Way-E,1,PreK On My Way-E,0,1,0,1,0,*,*,47
149902,THREE RIVERS ISD,17,13:1,9:1,CIRCLE-E,1,CIRCLE-E,1,0,0,1,1,*,*,16
150901,LLANO ISD,21,18:1,18:1,Frog Street-E,2,Frog Street-E,0,2,0,2,0,69,20,89
152802,RISE ACADEMY,21,20:1,20:1,CIRCLE-E,1,"CIRCLE-E,Other",0,1,0,1,0,84,"",84
152901,LUBBOCK ISD,20,17:1,17:1,CIRCLE-E,29,CIRCLE-E,0,30,0,30,0,1066,178,1244
152902,NEW DEAL ISD,19,17:1,17:1,PreK On My Way-E,1,PreK On My Way-E,0,1,0,1,0,*,*,31
152903,SLATON ISD,15,14:1,14:1,CIRCLE-E,1,CIRCLE-E,0,1,0,1,0,61,14,75
152906,LUBBOCK-COOPER ISD,19,17:1,12:1,CIRCLE-E,5,CIRCLE-E,0,5,0,5,0,146,60,206
152907,FRENSHIP ISD,21,20:1,20:1,CIRCLE-E,8,"CIRCLE-E,CIRCLE-S",0,8,0,8,0,261,129,390
152908,ROOSEVELT ISD,18,18:1,18:1,Other,1,Other,0,1,0,1,0,38,8,46
152909,SHALLOWATER ISD,17,17:1,17:1,Frog Street-E,1,Frog Street-E,0,1,0,1,0,35,40,75
152910,IDALOU ISD,14,12:1,12:1,CIRCLE-E,1,"CIRCLE-E,Frog Street-E",0,1,0,1,0,*,*,35
153903,"O'DONNELL ISD",13,13:1,9:1,Savvas-E,1,Savvas-E,0,1,0,1,0,*,*,12
153904,TAHOKA ISD,17,17:1,17:1,CIRCLE-E,1,CIRCLE-E,0,1,0,1,0,25,11,36
153905,NEW HOME ISD,12,12:1,8:1,CIRCLE-E,1,CIRCLE-E,0,1,0,1,0,*,*,17
153907,WILSON ISD,7,7:1,7:1,CIRCLE-E,1,CIRCLE-E,0,1,0,1,0,5,"",5
154901,MADISONVILLE CISD,19,19:1,19:1,CIRCLE-E,1,CIRCLE-E,0,1,0,1,0,152,7,159
154903,NORTH ZULCH ISD,17,17:1,11:1,CIRCLE-E,1,CIRCLE-E,0,1,0,1,0,*,*,27
155901,JEFFERSON ISD,18,17:1,17:1,Frog Street-E,1,Frog Street-E,0,1,0,1,0,66,"",66
156902,STANTON ISD,17,14:1,14:1,Frog Street-E,1,Frog Street-E,0,1,0,1,0,*,*,38
156905,GRADY ISD,9,9:1,9:1,Frog Street-E,1,Frog Street-E,0,1,0,1,0,*,*,7
157901,MASON ISD,19,19:1,19:1,CIRCLE-E,1,CIRCLE-E,1,0,0,1,1,16,21,37
158901,BAY CITY ISD,32,19:1,14:1,PreK On My Way-E,1,"PreK On My Way-E,PreK On My Way-S",0,1,0,1,0,165,6,171
158902,TIDEHAVEN ISD,16,16:1,10:1,Savvas-E,2,Savvas-E,0,2,0,2,0,31,29,60
158904,MATAGORDA ISD,16,16:1,11:1,Frog Street-E,1,Frog Street-E,0,1,0,1,0,*,*,14
158905,PALACIOS ISD,21,15:1,10:1,PreK On My Way-E,1,"PreK On My Way-E,PreK On My Way-S",0,1,0,1,0,62,10,72
158906,VAN VLECK ISD,19,19:1,13:1,Frog Street-E,1,Frog Street-E,0,1,0,1,0,12,6,18
159901,EAGLE PASS ISD,22,19:1,19:1,Savvas-E,5,Savvas-E,0,5,0,5,0,432,"",432
160901,BRADY ISD,21,21:1,21:1,Frog Street-E,1,Frog Street-E,1,0,0,1,1,*,*,59
160904,ROCHELLE ISD,17,17:1,17:1,Other,1,Other,0,1,0,1,0,6,8,14
160905,LOHN ISD,6,6:1,6:1,CIRCLE-E,1,CIRCLE-E,0,1,0,1,0,5,"",5
161801,WACO CHARTER SCHOOL,21,21:1,21:1,Creative Curriculum-E,1,Creative Curriculum-E,0,1,0,1,0,20,"",20
161802,RAPOPORT ACADEMY PUBLIC SCHOOL,17,17:1,17:1,Creative Curriculum-E,1,Creative Curriculum-E,0,1,0,1,0,59,5,64
161807,HARMONY PUBLIC SCHOOLS - NORTH TEXA,23,15:1,15:1,Savvas-E,5,Savvas-E,0,5,0,5,0,225,"",225
161903,MIDWAY ISD,20,20:1,20:1,Frog Street-E,6,Frog Street-E,0,6,0,6,0,154,21,175
161906,LA VEGA ISD,22,23:1,15:1,CIRCLE-E,1,CIRCLE-E,1,0,0,1,1,237,10,247
161907,LORENA ISD,18,14:1,14:1,Other,1,Other,0,1,0,1,0,37,17,54
161908,MART ISD,19,19:1,19:1,Frog Street-E,1,Frog Street-E,0,1,0,1,0,23,14,37
161909,MCGREGOR ISD,20,26:1,26:1,Other,1,Other,1,0,0,1,1,44,24,68
161910,MOODY ISD,11,14:1,14:1,Frog Street-E,1,Frog Street-E,1,0,0,1,1,30,10,40
161912,RIESEL ISD,25,25:1,25:1,Frog Street-E,1,Frog Street-E,0,1,0,1,0,14,10,24
161914,WACO ISD,17,16:1,16:1,Frog Street-E,15,Frog Street-E,0,15,0,15,0,794,39,833
161916,WEST ISD,16,14:1,14:1,Frog Street-E,1,Frog Street-E,0,1,0,1,0,30,17,47
161918,AXTELL ISD,13,11:1,11:1,Savvas-E,1,Savvas-E,0,1,0,1,0,17,26,43
161920,CHINA SPRING ISD,11,11:1,11:1,Frog Street-E,1,Frog Street-E,0,1,0,1,0,41,7,48
161921,CONNALLY ISD,17,17:1,11:1,Savvas-E,1,Savvas-E,0,1,0,1,0,107,5,112
161922,ROBINSON ISD,17,18:1,18:1,Savvas-E,1,Savvas-E,0,1,0,1,0,38,8,46
161923,BOSQUEVILLE ISD,13,10:1,10:1,Frog Street-E,1,Frog Street-E,0,1,0,1,0,20,12,32
161924,HALLSBURG ISD,16,16:1,16:1,Frog Street-E,1,Frog Street-E,0,1,0,1,0,8,8,16
161925,GHOLSON ISD,15,15:1,15:1,Frog Street-E,1,Frog Street-E,0,1,0,1,0,*,*,16
162904,MCMULLEN COUNTY ISD,15,15:1,15:1,PreK On My Way-E,1,PreK On My Way-E,0,1,0,1,0,6,6,12
163901,DEVINE ISD,16,15:1,10:1,Creative Curriculum-E,1,"Creative Curriculum-E,Frog Street-E",0,1,0,1,0,87,"",87
163902,"D'HANIS ISD",5,5:1,5:1,Other,1,Other,1,0,0,1,1,*,*,5
163903,NATALIA ISD,18,14:1,9:1,Frog Street-E,1,Frog Street-E,0,1,0,1,0,53,23,76
163904,HONDO ISD,20,20:1,20:1,Frog Street-E,1,Frog Street-E,0,1,0,1,0,61,"",61
163908,MEDINA VALLEY ISD,22,18:1,14:1,Frog Street-E,5,"Frog Street-E,Frog Street-S",0,5,0,5,0,186,"",186
164901,MENARD ISD,18,18:1,18:1,Other,1,Other,0,1,0,1,0,*,*,14
165901,MIDLAND ISD,21,16:1,12:1,Savvas-E,22,"Savvas-E,Savvas-S",0,23,0,23,0,848,72,920
165902,GREENWOOD ISD,21,21:1,21:1,CIRCLE-E,1,CIRCLE-E,0,1,0,1,0,56,13,69
166901,CAMERON ISD,20,16:1,16:1,CIRCLE-E,1,CIRCLE-E,1,0,0,1,1,79,21,100
166902,GAUSE ISD,11,11:1,11:1,CIRCLE-E,1,CIRCLE-E,0,1,0,1,0,*,*,11
166903,MILANO ISD,14,13:1,13:1,Frog Street-E,1,Frog Street-E,0,1,0,1,0,13,14,27
166904,ROCKDALE ISD,17,16:1,13:1,Frog Street-E,1,Frog Street-E,0,1,0,1,0,35,7,42
166905,THORNDALE ISD,9,9:1,9:1,PreK On My Way-E,1,PreK On My Way-E,1,0,0,1,1,*,*,13
166907,BUCKHOLTS ISD,5,5:1,5:1,CIRCLE-E,1,CIRCLE-E,0,1,0,1,0,*,"",*
167901,GOLDTHWAITE ISD,9,17:1,17:1,Frog Street-E,1,Frog Street-E,0,1,0,1,0,*,*,16
167902,MULLIN ISD,4,4:1,4:1,Other,1,Other,0,1,0,1,0,*,"",*
167904,PRIDDY ISD,7,13:1,13:1,Frog Street-E,1,Frog Street-E,1,0,0,1,1,8,7,15
168901,COLORADO ISD,23,22:1,22:1,Other,1,Other,0,1,0,1,0,59,17,76
168902,LORAINE ISD,12,12:1,12:1,Other,1,Other,0,1,0,1,0,*,*,12
168903,WESTBROOK ISD,13,7:1,7:1,CIRCLE-E,1,CIRCLE-E,0,1,0,1,0,*,*,12
169901,BOWIE ISD,15,13:1,13:1,Frog Street-E,1,"Frog Street-E,Ready to Advance-E",0,1,0,1,0,70,5,75
169902,NOCONA ISD,13,17:1,12:1,Frog Street-E,1,"Frog Street-E,PreK On My Way-E",1,0,0,1,1,36,13,49
169906,GOLD BURG ISD,9,9:1,6:1,CIRCLE-E,1,CIRCLE-E,1,0,0,1,1,*,*,10
169908,MONTAGUE ISD,13,13:1,13:1,Ready to Advance-E,1,Ready to Advance-E,1,0,0,1,1,5,8,13
169909,PRAIRIE VALLEY ISD,7,7:1,7:1,Creative Curriculum-E,1,Creative Curriculum-E,1,0,0,1,1,*,*,6
169910,FORESTBURG ISD,8,8:1,8:1,Frog Street-E,1,Frog Street-E,0,0,1,0,1,*,*,8
169911,SAINT JO ISD,10,16:1,8:1,Frog Street-E,1,Frog Street-E,0,0,1,0,1,13,19,32
170902,CONROE ISD,21,17:1,17:1,Ready to Advance-E,24,"Ready to Advance-E,Ready to Advance-S",0,25,0,25,0,1699,11,1710
170903,MONTGOMERY ISD,16,16:1,15:1,Other,6,Other,0,6,0,6,0,99,59,158
170904,WILLIS ISD,23,20:1,20:1,PreK On My Way-E,1,"PreK On My Way-E,PreK On My Way-S",1,0,0,1,1,209,"",209
170906,MAGNOLIA ISD,18,15:1,15:1,Frog Street-E,8,"Frog Street-E,Frog Street-S",0,8,0,8,0,323,42,365
170907,SPLENDORA ISD,21,19:1,17:1,Ready to Advance-E,4,Ready to Advance-E,0,4,0,4,0,177,20,197
170908,NEW CANEY ISD,17,17:1,17:1,PreK On My Way-E,11,PreK On My Way-E,2,5,4,7,6,*,*,624
171901,DUMAS ISD,19,17:1,17:1,CIRCLE-E,4,CIRCLE-E,0,4,0,4,0,162,"",162
171902,SUNRAY COLLEGIATE ISD,17,17:1,17:1,Other,1,Other,1,0,0,1,1,20,34,54
172902,DAINGERFIELD-LONE STAR ISD,12,26:1,26:1,CIRCLE-E,1,CIRCLE-E,1,0,0,1,1,*,*,50
172905,PEWITT CISD,19,19:1,12:1,CIRCLE-E,1,CIRCLE-E,1,0,0,1,1,43,6,49
173901,MOTLEY COUNTY ISD,6,6:1,4:1,Other,1,Other,0,1,0,1,0,6,9,15
174901,CHIRENO ISD,16,16:1,16:1,PreK On My Way-E,1,PreK On My Way-E,0,1,0,1,0,*,*,16
174902,CUSHING ISD,11,11:1,7:1,Frog Street-E,1,Frog Street-E,1,0,0,1,1,11,7,18
174903,GARRISON ISD,20,19:1,19:1,Other,1,Other,0,0,1,0,1,22,15,37
174904,NACOGDOCHES ISD,20,10:1,10:1,Ready to Advance-E,4,Ready to Advance-E,0,4,0,4,0,220,6,226
174906,WODEN ISD,15,15:1,15:1,Frog Street-E,1,Frog Street-E,0,1,0,1,0,39,20,59
174908,CENTRAL HEIGHTS ISD,15,15:1,15:1,CIRCLE-E,1,CIRCLE-E,0,1,0,1,0,19,9,28
174909,MARTINSVILLE ISD,21,21:1,14:1,Savvas-E,1,Savvas-E,0,1,0,1,0,13,7,20
174910,ETOILE ISD,15,15:1,10:1,Savvas-E,1,Savvas-E,0,1,0,1,0,14,"",14
174911,DOUGLASS ISD,14,14:1,9:1,CIRCLE-E,1,CIRCLE-E,1,0,0,1,1,8,5,13
175902,BLOOMING GROVE ISD,24,24:1,16:1,CIRCLE-E,1,CIRCLE-E,0,1,0,1,0,35,11,46
175903,CORSICANA ISD,21,16:1,16:1,Other,2,Other,0,2,0,2,0,184,7,191
175904,DAWSON ISD,16,16:1,16:1,Other,1,Other,0,1,0,1,0,26,7,33
175905,FROST ISD,12,11:1,11:1,Other,1,Other,0,1,0,1,0,13,7,20
175907,KERENS ISD,14,14:1,14:1,CIRCLE-E,1,CIRCLE-E,0,1,0,1,0,*,*,23
175911,RICE ISD,24,24:1,24:1,CIRCLE-E,1,CIRCLE-E,0,1,0,1,0,*,*,48
176901,BURKEVILLE ISD,9,9:1,9:1,Frog Street-E,1,Frog Street-E,0,1,0,1,0,9,"",9
176902,NEWTON ISD,15,14:1,14:1,PreK On My Way-E,1,PreK On My Way-E,0,1,0,1,0,26,6,32
176903,DEWEYVILLE ISD,26,26:1,26:1,CIRCLE-E,1,CIRCLE-E,0,1,0,1,0,17,10,27
177901,ROSCOE COLLEGIATE ISD,10,15:1,15:1,Other,1,Other,0,1,0,1,0,28,26,54
177902,SWEETWATER ISD,19,16:1,16:1,CIRCLE-E,1,CIRCLE-E,0,1,0,1,0,117,24,141
177903,BLACKWELL CISD,5,5:1,5:1,CIRCLE-E,1,CIRCLE-E,0,1,0,1,0,*,*,*
177905,HIGHLAND ISD,10,10:1,10:1,Savvas-E,1,Savvas-E,0,1,0,1,0,*,*,6
178801,DR M L GARZA-GONZALEZ CHARTER SCHOO,9,9:1,9:1,CIRCLE-E,1,CIRCLE-E,0,1,0,1,0,9,"",9
178901,AGUA DULCE ISD,14,14:1,14:1,Other,1,Other,0,1,0,1,0,*,*,13
178902,BISHOP CISD,17,14:1,14:1,CIRCLE-E,2,CIRCLE-E,2,0,0,2,2,*,*,40
178903,CALALLEN ISD,15,23:1,16:1,CIRCLE-E,2,CIRCLE-E,0,0,2,0,2,*,*,63
178904,CORPUS CHRISTI ISD,20,14:1,14:1,Savvas-E,33,Savvas-E,9,24,0,33,9,968,11,979
178905,DRISCOLL ISD,12,12:1,12:1,Frog Street-E,1,Frog Street-E,0,1,0,1,0,*,*,23
178906,LONDON ISD,17,17:1,17:1,CIRCLE-E,1,CIRCLE-E,1,0,0,1,1,8,26,34
178908,PORT ARANSAS ISD,5,26:1,16:1,Other,1,Other,1,0,0,1,1,10,13,23
178909,ROBSTOWN ISD,13,21:1,13:1,CIRCLE-E,3,CIRCLE-E,0,3,0,3,0,150,10,160
178912,TULOSO-MIDWAY ISD,19,18:1,13:1,PreK On My Way-E,1,PreK On My Way-E,0,1,0,1,0,93,"",93
178913,BANQUETE ISD,13,9:1,9:1,CIRCLE-E,1,"CIRCLE-E,Other",1,0,0,1,1,*,*,23
178914,FLOUR BLUFF ISD,19,22:1,13:1,InvestiGator Club,1,InvestiGator Club,0,1,0,1,0,*,*,134
178915,WEST OSO ISD,16,10:1,10:1,CIRCLE-E,1,CIRCLE-E,0,1,0,1,0,74,"",74
179901,PERRYTON ISD,15,13:1,13:1,Savvas-E,1,"Savvas-E,Savvas-S",0,0,1,0,1,*,*,74
180902,VEGA ISD,8,16:1,16:1,Other,1,Other,0,1,0,1,0,*,*,15
180903,ADRIAN ISD,5,5:1,5:1,Other,1,Other,0,1,0,1,0,*,"",*
180904,WILDORADO ISD,15,15:1,15:1,Other,1,Other,0,1,0,1,0,*,*,13
181901,BRIDGE CITY ISD,18,16:1,12:1,Savvas-E,1,Savvas-E,0,1,0,1,0,60,10,70
181905,ORANGEFIELD ISD,18,18:1,18:1,Frog Street-E,1,Frog Street-E,1,0,0,1,1,28,5,33
181906,WEST ORANGE-COVE CISD,19,19:1,19:1,CIRCLE-E,1,"CIRCLE-E,Frog Street-S",0,1,0,1,0,*,*,301
181907,VIDOR ISD,16,17:1,17:1,PreK On My Way-E,3,PreK On My Way-E,0,3,0,3,0,*,*,128
181908,LITTLE CYPRESS-MAURICEVILLE CISD,17,18:1,14:1,Savvas-E,2,Savvas-E,0,2,0,2,0,74,6,80
182901,GORDON ISD,16,16:1,16:1,Frog Street-E,1,Frog Street-E,0,1,0,1,0,7,8,15
182902,GRAFORD ISD,17,17:1,17:1,CIRCLE-E,1,CIRCLE-E,0,1,0,1,0,*,*,16
182903,MINERAL WELLS ISD,22,20:1,15:1,CIRCLE-E,1,"CIRCLE-E,CIRCLE-S",0,1,0,1,0,135,57,192
182904,SANTO ISD,18,18:1,12:1,Other,1,Other,0,1,0,1,0,9,24,33
182905,STRAWN ISD,19,19:1,19:1,Other,1,Other,0,1,0,1,0,9,8,17
182906,PALO PINTO ISD,12,12:1,12:1,Frog Street-E,1,Frog Street-E,0,1,0,1,0,*,*,9
183901,BECKVILLE ISD,18,18:1,18:1,CIRCLE-E,1,CIRCLE-E,1,0,0,1,1,*,*,33
183902,CARTHAGE ISD,21,21:1,21:1,Savvas-E,1,Savvas-E,0,1,0,1,0,79,35,114
183904,GARY ISD,21,15:1,12:1,Frog Street-E,1,Frog Street-E,0,1,0,1,0,*,*,27
184901,POOLVILLE ISD,9,17:1,17:1,Other,1,Other,1,0,0,1,1,34,13,47
184902,SPRINGTOWN ISD,17,14:1,9:1,CIRCLE-E,2,"CIRCLE-E,CIRCLE-S",0,2,0,2,0,*,*,87
184903,WEATHERFORD ISD,16,16:1,10:1,PreK On My Way-E,2,"PreK On My Way-E,PreK On My Way-S",0,2,0,2,0,*,*,151
184904,MILLSAP ISD,20,19:1,12:1,Ready to Advance-E,1,Ready to Advance-E,0,1,0,1,0,38,18,56
184907,ALEDO ISD,18,17:1,15:1,CIRCLE-E,1,CIRCLE-E,0,1,0,1,0,51,"",51
184908,PEASTER ISD,13,13:1,11:1,CIRCLE-E,1,CIRCLE-E,1,0,0,1,1,*,*,22
184909,BROCK ISD,10,10:1,6:1,Other,1,Other,0,1,0,1,0,12,8,20
184911,GARNER ISD,20,20:1,13:1,Frog Street-E,1,Frog Street-E,0,1,0,1,0,*,*,17
185901,BOVINA ISD,12,14:1,14:1,Frog Street-E,1,Frog Street-E,0,1,0,1,0,*,*,27
185902,FARWELL ISD,16,16:1,16:1,Frog Street-E,1,Frog Street-E,0,1,0,1,0,*,*,28
185903,FRIONA ISD,17,17:1,17:1,Frog Street-E,1,"Frog Street-E,Frog Street-S",1,0,0,1,1,52,14,66
185904,LAZBUDDIE ISD,11,11:1,11:1,Other,1,Other,0,1,0,1,0,*,*,10
186901,BUENA VISTA ISD,9,9:1,9:1,Other,1,Other,1,0,0,1,1,*,*,9
186902,FORT STOCKTON ISD,12,12:1,12:1,Frog Street-E,1,Frog Street-E,0,1,0,1,0,20,"",20
186903,IRAAN-SHEFFIELD ISD,13,13:1,13:1,CIRCLE-E,1,CIRCLE-E,0,1,0,1,0,10,9,19
187901,BIG SANDY ISD,15,15:1,15:1,CIRCLE-E,1,"CIRCLE-E,Other",0,1,0,1,0,15,6,21
187903,GOODRICH ISD,13,13:1,13:1,Frog Street-E,1,Frog Street-E,0,1,0,1,0,*,*,14
187904,CORRIGAN-CAMDEN ISD,19,14:1,12:1,Other,1,Other,0,1,0,1,0,44,8,52
187906,LEGGETT ISD,11,11:1,11:1,CIRCLE-E,1,CIRCLE-E,0,1,0,1,0,*,*,15
187907,LIVINGSTON ISD,20,18:1,18:1,CIRCLE-E,1,CIRCLE-E,0,1,0,1,0,128,13,141
187910,ONALASKA ISD,21,19:1,19:1,CIRCLE-E,1,CIRCLE-E,0,1,0,1,0,55,14,69
188901,AMARILLO ISD,17,17:1,13:1,Savvas-E,35,"Savvas-E,Savvas-S,Other",13,22,0,35,13,1541,135,1676
188902,RIVER ROAD ISD,17,17:1,17:1,CIRCLE-E,1,CIRCLE-E,1,0,0,1,1,55,8,63
188903,HIGHLAND PARK ISD,21,21:1,21:1,Frog Street-E,1,Frog Street-E,1,0,0,1,1,22,15,37
188904,BUSHLAND ISD,14,14:1,14:1,CIRCLE-E,1,CIRCLE-E,0,1,0,1,0,7,14,21
189901,MARFA ISD,,,,,,,0,1,0,1,0,19,"",19
189902,PRESIDIO ISD,25,16:1,16:1,Frog Street-E,1,Frog Street-E,0,1,0,1,0,39,6,45
190903,RAINS ISD,22,22:1,14:1,CIRCLE-E,1,CIRCLE-E,0,1,0,1,0,63,15,78
191901,CANYON ISD,22,17:1,17:1,Savvas-E,7,Savvas-E,0,7,0,7,0,*,*,181
192901,REAGAN COUNTY ISD,22,22:1,15:1,Frog Street-E,1,Frog Street-E,0,1,0,1,0,40,18,58
193902,LEAKEY ISD,15,29:1,29:1,CIRCLE-E,1,CIRCLE-E,1,0,0,1,1,*,*,29
194902,AVERY ISD,12,12:1,10:1,CIRCLE-E,1,CIRCLE-E,1,0,0,1,1,16,8,24
194903,RIVERCREST ISD,17,17:1,11:1,CIRCLE-E,1,CIRCLE-E,1,0,0,1,1,26,7,33
194904,CLARKSVILLE ISD,16,16:1,16:1,Frog Street-E,1,Frog Street-E,0,1,0,1,0,54,"",54
194905,DETROIT ISD,20,20:1,20:1,Frog Street-E,1,Frog Street-E,0,1,0,1,0,37,"",37
195901,PECOS-BARSTOW-TOYAH ISD,21,19:1,19:1,Frog Street-E,1,Frog Street-E,0,0,1,0,1,86,36,122
195902,BALMORHEA ISD,,,,,,,0,1,0,1,0,6,"",6
196901,AUSTWELL-TIVOLI ISD,5,5:1,5:1,CIRCLE-E,1,CIRCLE-E,0,1,0,1,0,*,*,5
196902,WOODSBORO ISD,18,18:1,18:1,Frog Street-E,1,Frog Street-E,0,1,0,1,0,*,*,19
196903,REFUGIO ISD,13,12:1,12:1,CIRCLE-E,1,CIRCLE-E,0,1,0,1,0,*,*,20
197902,MIAMI ISD,16,16:1,16:1,Other,1,Other,0,1,0,1,0,6,8,14
198901,BREMOND ISD,22,22:1,22:1,Frog Street-E,1,Frog Street-E,0,1,0,1,0,10,12,22
198902,CALVERT ISD,8,8:1,8:1,CIRCLE-E,1,CIRCLE-E,0,1,0,1,0,13,"",13
198903,FRANKLIN ISD,14,12:1,12:1,Frog Street-E,1,Frog Street-E,0,1,0,1,0,36,47,83
198905,HEARNE ISD,21,15:1,15:1,CIRCLE-E,1,CIRCLE-E,0,1,0,1,0,*,*,42
198906,MUMFORD ISD,20,20:1,20:1,CIRCLE-E,1,CIRCLE-E,0,1,0,1,0,56,10,66
199901,ROCKWALL ISD,21,14:1,10:1,Savvas-E,13,"Savvas-E,Savvas-S",1,13,0,14,1,317,106,423
199902,ROYSE CITY ISD,12,12:1,7:1,Frog Street-E,6,"Frog Street-E,Frog Street-S",0,6,0,6,0,*,*,178
200901,BALLINGER ISD,14,16:1,16:1,CIRCLE-E,1,CIRCLE-E,0,1,0,1,0,33,7,40
200902,MILES ISD,16,16:1,16:1,Savvas-E,1,Savvas-E,0,1,0,1,0,11,"",11
200904,WINTERS ISD,14,15:1,9:1,Savvas-E,1,Savvas-E,0,1,0,1,0,35,6,41
200906,OLFEN ISD,6,6:1,6:1,Other,1,Other,1,0,0,1,1,5,"",5
201902,HENDERSON ISD,20,19:1,19:1,CIRCLE-E,1,CIRCLE-E,0,1,0,1,0,154,14,168
201903,LANEVILLE ISD,13,13:1,9:1,Savvas-E,1,Savvas-E,1,0,0,1,1,*,*,13
201904,LEVERETTS CHAPEL ISD,12,12:1,12:1,Other,1,Other,0,1,0,1,0,*,*,13
201907,MOUNT ENTERPRISE ISD,18,16:1,11:1,Frog Street-E,1,Frog Street-E,1,0,0,1,1,23,7,30
201908,OVERTON ISD,16,16:1,16:1,Frog Street-E,1,Frog Street-E,0,1,0,1,0,23,7,30
201910,TATUM ISD,19,19:1,19:1,Other,1,Other,0,1,0,1,0,*,*,35
201913,CARLISLE ISD,17,14:1,10:1,Ready to Advance-E,1,Ready to Advance-E,1,0,0,1,1,*,*,41
201914,WEST RUSK COUNTY CONSOLIDATED ISD,20,20:1,20:1,CIRCLE-E,1,CIRCLE-E,0,0,1,0,1,*,*,37
202903,HEMPHILL ISD,14,14:1,13:1,CIRCLE-E,1,CIRCLE-E,0,1,0,1,0,28,25,53
202905,WEST SABINE ISD,17,17:1,17:1,CIRCLE-E,1,CIRCLE-E,1,0,0,1,1,20,10,30
203901,SAN AUGUSTINE ISD,15,15:1,15:1,CIRCLE-E,1,CIRCLE-E,0,1,0,1,0,34,9,43
203902,BROADDUS ISD,23,23:1,15:1,Frog Street-E,1,Frog Street-E,0,1,0,1,0,15,6,21
204901,COLDSPRING-OAKHURST CISD,20,20:1,20:1,CIRCLE-E,1,CIRCLE-E,1,0,0,1,1,60,27,87
204904,SHEPHERD ISD,29,28:1,28:1,Creative Curriculum-E,1,"Creative Curriculum-E,Creative Curriculum-S",0,1,0,1,0,83,17,100
205901,ARANSAS PASS ISD,15,12:1,12:1,CIRCLE-E,1,CIRCLE-E,0,1,0,1,0,*,*,60
205902,GREGORY-PORTLAND ISD,21,19:1,19:1,CIRCLE-E,4,CIRCLE-E,0,4,0,4,0,126,"",126
205903,INGLESIDE ISD,19,16:1,16:1,CIRCLE-E,1,CIRCLE-E,0,1,0,1,0,58,21,79
205904,MATHIS ISD,16,16:1,16:1,CIRCLE-E,1,CIRCLE-E,0,1,0,1,0,47,11,58
205905,ODEM-EDROY ISD,16,16:1,16:1,Frog Street-E,1,Frog Street-E,1,0,0,1,1,24,5,29
205906,SINTON ISD,16,13:1,13:1,Frog Street-E,1,Frog Street-E,0,1,0,1,0,69,28,97
205907,TAFT ISD,28,28:1,28:1,Frog Street-E,1,Frog Street-E,0,1,0,1,0,*,*,25
206901,SAN SABA ISD,19,17:1,11:1,CIRCLE-E,1,CIRCLE-E,1,0,0,1,1,37,10,47
207901,SCHLEICHER ISD,17,17:1,17:1,CIRCLE-E,1,CIRCLE-E,0,1,0,1,0,10,8,18
208901,HERMLEIGH ISD,14,14:1,14:1,CIRCLE-E,1,CIRCLE-E,0,1,0,1,0,5,9,14
208902,SNYDER ISD,19,13:1,13:1,CIRCLE-E,1,CIRCLE-E,0,1,0,1,0,99,9,108
209901,ALBANY ISD,15,15:1,15:1,CIRCLE-E,1,CIRCLE-E,0,1,0,1,0,28,"",28
209902,MORAN ISD,10,5:1,5:1,Frog Street-E,1,Frog Street-E,0,1,0,1,0,10,"",10
